State	District	Market	Commodity	Variety	Grade	Arrival_Date	Min_x0020_Price	Max_x0020_Price	Modal_x0020_Price
Tamil Nadu	Namakkal	Paramathivelur(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	3400	3800	3800
Tamil Nadu	Namakkal	Paramathivelur(Uzhavar Sandhai )	Papaya	Papaya	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Namakkal	Paramathivelur(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	4800	5400	5400
Tamil Nadu	Namakkal	Rasipuram(Uzhavar Sandhai )	Bitter gourd	Bitter Gourd	Local	07/08/2025	5000	5600	5600
Tamil Nadu	Namakkal	Rasipuram(Uzhavar Sandhai )	Green Chilli	Green Chilly	Local	07/08/2025	6200	7000	7000
Tamil Nadu	Namakkal	Rasipuram(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	4000	5000	5000
Tamil Nadu	Namakkal	Rasipuram(Uzhavar Sandhai )	Mousambi(Sweet Lime)	Mousambi	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Namakkal	Rasipuram(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Namakkal	Rasipuram(Uzhavar Sandhai )	Water Melon	Water Melon	Local	07/08/2025	1200	1500	1500
Tamil Nadu	Namakkal	Tiruchengode	Banana	Besrai	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Namakkal	Tiruchengode	Banana - Green	Banana - Green	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Namakkal	Tiruchengode	Coconut	Coconut	Local	07/08/2025	6000	6500	6500
Tamil Nadu	Namakkal	Tiruchengode	Cucumbar(Kheera)	Cucumbar	Local	07/08/2025	7000	8000	8000
Tamil Nadu	Namakkal	Tiruchengode	Drumstick	Drumstick	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Namakkal	Tiruchengode	Elephant Yam (Suran)	Elephant Yam (Suran)	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Namakkal	Tiruchengode	Lemon	Lemon	Local	07/08/2025	5500	6000	6000
Tamil Nadu	Namakkal	Tiruchengode	Mousambi(Sweet Lime)	Mousambi	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Namakkal	Tiruchengode	Potato	(Red Nanital)	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Namakkal	Tiruchengode	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	3600	3600	3600
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Bottle gourd	Bottle Gourd	Local	07/08/2025	1500	1500	1500
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Cabbage	Cabbage	Local	07/08/2025	2000	2000	2000
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Capsicum	Capsicum	Local	07/08/2025	8000	8000	8000
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Cauliflower	Ranchi	Local	07/08/2025	4000	4500	4500
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	2800	2800	2800
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	3200	3200	3200
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	3200	3200	3200
Tamil Nadu	Perambalur	Perambalur(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	2400	2400	2400
Tamil Nadu	Pudukkottai	Alangudi(Uzhavar Sandhai )	Bottle gourd	Bottle Gourd	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Pudukkottai	Alangudi(Uzhavar Sandhai )	Pumpkin	Pumpkin	Local	07/08/2025	800	1000	1000
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Amaranthus	Amaranthus	Local	07/08/2025	1500	2000	2000
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Drumstick	Drumstick	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Mango (Raw-Ripe)	Mango - Raw-Ripe	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Mint(Pudina)	Mint(Pudina)	Local	07/08/2025	4000	4500	4500
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Pudukkottai	Aranthangi(Uzhavar Sandhai )	Pumpkin	Pumpkin	Local	07/08/2025	1500	2000	2000
Tamil Nadu	Pudukkottai	Gandarvakottai(Uzhavar Sandhai )	Amaranthus	Amaranthus	Local	07/08/2025	1000	2000	2000
Tamil Nadu	Pudukkottai	Gandarvakottai(Uzhavar Sandhai )	Bitter gourd	Bitter Gourd	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Pudukkottai	Gandarvakottai(Uzhavar Sandhai )	Bottle gourd	Bottle Gourd	Local	07/08/2025	1000	1500	1500
Tamil Nadu	Pudukkottai	Gandarvakottai(Uzhavar Sandhai )	Guava	Guava Alahabad	Local	07/08/2025	4000	5000	5000
Tamil Nadu	Pudukkottai	Gandarvakottai(Uzhavar Sandhai )	Jack Fruit	Jack Fruit	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Pudukkottai	Gandarvakottai(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Beans	Beans (Whole)	Local	07/08/2025	7000	8500	8500
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Cabbage	Cabbage	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	4500	6000	6000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Guava	Guava Alahabad	Local	07/08/2025	5500	7000	7000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Lime	Lime	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Mango (Raw-Ripe)	Mango - Raw-Ripe	Local	07/08/2025	4400	5000	5000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	2000	3000	3000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Thondekai	Thondekai	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Pudukkottai	Pudukottai(Uzhavar Sandhai )	Yam (Ratalu)	Yam (Ratalu)	Local	07/08/2025	7000	8000	8000
Tamil Nadu	Pudukkottai	Viralimalai(Uzhavar Sandhai )	Amaranthus	Amaranthus	Local	07/08/2025	1000	1500	1500
Tamil Nadu	Pudukkottai	Viralimalai(Uzhavar Sandhai )	Banana	Besrai	Local	07/08/2025	5000	6000	6000
Tamil Nadu	Pudukkottai	Viralimalai(Uzhavar Sandhai )	Coconut	Coconut	Local	07/08/2025	5000	5500	5500
Tamil Nadu	Pudukkottai	Viralimalai(Uzhavar Sandhai )	Onion Green	Onion Green	Local	07/08/2025	4000	4500	4500
Tamil Nadu	Pudukkottai	Viralimalai(Uzhavar Sandhai )	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Pudukkottai	Viralimalai(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Ramanathapuram	Kamuthi(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	5000	5500	5500
Tamil Nadu	Ramanathapuram	Kamuthi(Uzhavar Sandhai )	Mint(Pudina)	Mint(Pudina)	Local	07/08/2025	6000	7000	7000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Beans	Beans (Whole)	Local	07/08/2025	8000	9000	9000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Beetroot	Beetroot	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	5000	6000	6000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Brinjal	Round	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Drumstick	Drumstick	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Marigold(Calcutta)	Marigold(Calcutta)	Local	07/08/2025	8000	9000	9000
Tamil Nadu	Ramanathapuram	Paramakudi(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Coconut	Coconut	Local	07/08/2025	7000	7500	7500
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Elephant Yam (Suran)	Elephant Yam (Suran)	Local	07/08/2025	7000	7500	7500
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Green Chilli	Green Chilly	Local	07/08/2025	9000	10000	10000
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Mango (Raw-Ripe)	Mango - Raw-Ripe	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Mint(Pudina)	Mint(Pudina)	Local	07/08/2025	6500	7000	7000
Tamil Nadu	Ramanathapuram	Ramanathapuram(Uzhavar Sandhai )	Tender Coconut	Tender Coconut	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Ranipet	Arcot(Uzhavar Sandhai )	Banana - Green	Banana - Green	Local	07/08/2025	5000	6000	6000
Tamil Nadu	Ranipet	Arcot(Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	2500	2500	2500
Tamil Nadu	Ranipet	Arcot(Uzhavar Sandhai )	Green Chilli	Green Chilly	Local	07/08/2025	8000	8000	8000
Tamil Nadu	Ranipet	Arcot(Uzhavar Sandhai )	Raddish	Raddish	Local	07/08/2025	2000	2400	2400
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Amla(Nelli Kai)	Amla	Local	07/08/2025	10000	10000	10000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Beans	Beans (Whole)	Local	07/08/2025	5000	6000	6000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Cluster beans	Cluster Beans	Local	07/08/2025	4000	4000	4000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Green Chilli	Green Chilly	Local	07/08/2025	7000	8000	8000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Green Peas	Green Peas	Local	07/08/2025	20000	20000	20000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Indian Beans (Seam)	Indian Beans (Seam)	Local	07/08/2025	6000	6000	6000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	6000	7000	7000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	2500	2700	2700
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Onion Green	Onion Green	Local	07/08/2025	5000	5000	5000
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Pumpkin	Pumpkin	Local	07/08/2025	2500	2500	2500
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	4000	4500	4500
Tamil Nadu	Ranipet	Ranipettai(Uzhavar Sandhai )	Tube Rose(Loose)	Tube Rose (Loose)	Local	07/08/2025	22000	22000	22000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Amaranthus	Amaranthus	Local	07/08/2025	2000	2400	2400
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	2800	3000	3000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Brinjal	Round	Local	07/08/2025	3600	3800	3800
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Chow Chow	Chow Chow	Local	07/08/2025	3800	4000	4000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Coconut	Coconut	Local	07/08/2025	6500	7000	7000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Custard Apple (Sharifa)	Custard Apple(Sharifa)	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Fig(Anjura/Anjeer)	Anjura	Local	07/08/2025	9000	10000	10000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Groundnut	Big (With Shell)	Local	07/08/2025	5500	6000	6000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Jasmine	Jasmine	Local	07/08/2025	65000	68000	68000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	4000	5000	5000
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Mint(Pudina)	Mint(Pudina)	Local	07/08/2025	2400	2500	2500
Tamil Nadu	Salem	Ammapet(Uzhavar Sandhai )	Yam (Ratalu)	Yam (Ratalu)	Local	07/08/2025	7000	8000	8000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Cabbage	Cabbage	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Cauliflower	Ranchi	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Chikoos(Sapota)	Sapota	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Chow Chow	Chow Chow	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Jack Fruit	Jack Fruit	Local	07/08/2025	1500	2000	2000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Karbuja(Musk Melon)	Karbhuja	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	4000	5000	5000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Mint(Pudina)	Mint(Pudina)	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Rose(Local)	Rose (Local)	Local	07/08/2025	32000	35000	35000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Tamarind Fruit	Tamarind Fruit	Local	07/08/2025	13000	15000	15000
Tamil Nadu	Salem	Athur(Uzhavar Sandhai )	Water Melon	Water Melon	Local	07/08/2025	1500	2000	2000
Tamil Nadu	Salem	Attayampatti(Uzhavar Sandhai )	Amaranthus	Amaranthus	Local	07/08/2025	2200	2200	2200
Tamil Nadu	Salem	Attayampatti(Uzhavar Sandhai )	Ashgourd	Gouard	Local	07/08/2025	1800	1800	1800
Tamil Nadu	Salem	Attayampatti(Uzhavar Sandhai )	Green Avare (W)	Avare (W)	Local	07/08/2025	6000	6000	6000
Tamil Nadu	Salem	Attayampatti(Uzhavar Sandhai )	Knool Khol	Knool Khol	Local	07/08/2025	4000	4000	4000
Tamil Nadu	Salem	Edapadi (Uzhavar Sandhai )	Amla(Nelli Kai)	Amla	Local	07/08/2025	7000	7000	7000
Tamil Nadu	Salem	Edapadi (Uzhavar Sandhai )	Beans	Beans (Whole)	Local	07/08/2025	8600	8600	8600
Tamil Nadu	Salem	Edapadi (Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	1200	2000	2000
Tamil Nadu	Salem	Edapadi (Uzhavar Sandhai )	Green Chilli	Green Chilly	Local	07/08/2025	6000	6000	6000
Tamil Nadu	Salem	Edapadi (Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	3000	4000	4000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Cabbage	Cabbage	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Capsicum	Capsicum	Local	07/08/2025	7000	7500	7500
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Coconut	Coconut	Local	07/08/2025	6500	7000	7000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	1800	2000	2000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Garlic	Average	Local	07/08/2025	12000	14000	14000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Guava	Guava Alahabad	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Marigold(Calcutta)	Marigold(Calcutta)	Local	07/08/2025	25000	30000	30000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Raddish	Raddish	Local	07/08/2025	2400	2600	2600
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Rose(Local)	Rose (Local)	Local	07/08/2025	9000	10000	10000
Tamil Nadu	Salem	Elampillai(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	3000	3000	3000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Apple	American	Local	07/08/2025	24000	28000	28000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Beans	Beans (Whole)	Local	07/08/2025	8000	8600	8600
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Capsicum	Capsicum	Local	07/08/2025	8000	8000	8000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Carrot	Pusakesar	Local	07/08/2025	7000	8000	8000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	2000	2400	2400
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Cowpea(Veg)	Cowpea (Veg)	Local	07/08/2025	5000	5000	5000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Elephant Yam (Suran)	Elephant Yam (Suran)	Local	07/08/2025	8000	8000	8000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Ginger(Green)	Green Ginger	Local	07/08/2025	9000	9000	9000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Mousambi(Sweet Lime)	Mousambi	Local	07/08/2025	8000	8000	8000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Sweet Potato	Hosur Red	Local	07/08/2025	4000	4000	4000
Tamil Nadu	Salem	Hasthampatti(Uzhavar Sandhai )	Tamarind Fruit	Tamarind Fruit	Local	07/08/2025	16000	16000	16000
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Banana - Green	Banana - Green	Local	07/08/2025	2000	2400	2400
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Ginger(Green)	Green Ginger	Local	07/08/2025	8400	9000	9000
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Indian Beans (Seam)	Indian Beans (Seam)	Local	07/08/2025	5000	5500	5500
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	3000	3400	3400
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Onion Green	Onion Green	Local	07/08/2025	4000	4500	4500
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	2600	3000	3000
Tamil Nadu	Salem	Jalagandapuram(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	3000	3400	3400
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Bottle gourd	Bottle Gourd	Local	07/08/2025	1200	1500	1500
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Cauliflower	Ranchi	Local	07/08/2025	2000	2500	2500
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Coconut	Coconut	Local	07/08/2025	6000	7000	7000
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Coriander(Leaves)	I Sort	Local	07/08/2025	2000	2000	2000
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Ginger(Green)	Green Ginger	Local	07/08/2025	7000	8000	8000
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Groundnut	Big (With Shell)	Local	07/08/2025	5000	6000	6000
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Sweet Potato	Hosur Red	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Tapioca	Tapioca	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Salem	Mettur(Uzhavar Sandhai )	Thondekai	Thondekai	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Amaranthus	Amaranthus	Local	07/08/2025	1800	2000	2000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Amla(Nelli Kai)	Amla	Local	07/08/2025	6500	7000	7000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Ashgourd	Gouard	Local	07/08/2025	1600	1800	1800
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Bitter gourd	Bitter Gourd	Local	07/08/2025	4000	4000	4000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Carrot	Pusakesar	Local	07/08/2025	8000	8000	8000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Chow Chow	Chow Chow	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Colacasia	Colacasia	Local	07/08/2025	7500	8000	8000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Cucumbar(Kheera)	Cucumbar	Local	07/08/2025	3500	4000	4000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Indian Beans (Seam)	Indian Beans (Seam)	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Maize	Deshi Red	Local	07/08/2025	1800	2000	2000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Marigold(Calcutta)	Marigold(Calcutta)	Local	07/08/2025	18000	20000	20000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	2600	2800	2800
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Salem	Sooramangalam(Uzhavar Sandhai )	Tomato	Deshi	Local	07/08/2025	3000	4000	4000
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	2600	3000	3000
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Bitter gourd	Bitter Gourd	Local	07/08/2025	4200	4600	4600
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Bottle gourd	Bottle Gourd	Local	07/08/2025	1500	1800	1800
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Capsicum	Capsicum	Local	07/08/2025	8000	8500	8500
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Coconut	Coconut	Local	07/08/2025	6500	7000	7000
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Jamun(Narale Hannu)	Jamun	Local	07/08/2025	9000	10000	10000
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Mousambi(Sweet Lime)	Mousambi	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Salem	Thammampatti (Uzhavar Sandhai )	Thondekai	Thondekai	Local	07/08/2025	4500	5000	5000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Banana - Green	Banana - Green	Local	07/08/2025	2000	2400	2400
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Bottle gourd	Bottle Gourd	Local	07/08/2025	2400	2600	2600
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Brinjal	Round	Local	07/08/2025	3600	3600	3600
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Cauliflower	Ranchi	Local	07/08/2025	2500	3000	3000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Cucumbar(Kheera)	Cucumbar	Local	07/08/2025	4000	5000	5000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Green Peas	Green Peas	Local	07/08/2025	14000	14000	14000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Groundnut	Big (With Shell)	Local	07/08/2025	6000	6000	6000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Jack Fruit	Jack Fruit	Local	07/08/2025	3000	3000	3000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Lemon	Lemon	Local	07/08/2025	4000	5000	5000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Mango (Raw-Ripe)	Mango - Raw-Ripe	Local	07/08/2025	4000	4000	4000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Mashrooms	Mashrooms	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Onion	Bellary	Local	07/08/2025	3000	3000	3000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Onion Green	Onion Green	Local	07/08/2025	4000	4500	4500
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Papaya	Papaya	Local	07/08/2025	3000	3500	3500
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Pumpkin	Pumpkin	Local	07/08/2025	2000	2000	2000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Raddish	Raddish	Local	07/08/2025	2400	2600	2600
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Ridgeguard(Tori)	Ridgeguard(Tori)	Local	07/08/2025	2600	3000	3000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Rose(Local)	Rose (Local)	Local	07/08/2025	20000	20000	20000
Tamil Nadu	Salem	Thathakapatti(Uzhavar Sandhai )	Snakeguard	Snakeguard	Local	07/08/2025	3000	3200	3200
Tamil Nadu	Sivaganga	Devakottai (Uzhavar Sandhai )	Bhindi(Ladies Finger)	Bhindi	Local	07/08/2025	4000	5200	5200
